Date,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4/16/2023,7,72,Yes,4,3,63
4/11/2023,8,75,No,4,3,68
9/28/2023,2,72,No,9,1,52
5/2/2023,8,70,No,8,3,64
1/4/2023,3,60,Yes,6,1,38
4/29/2023,7,66,Yes,8,7,60
1/17/2023,3,66,No,4,6,45
8/16/2023,7,47,Yes,7,9,39
12/18/2023,2,95,No,4,1,75
3/13/2023,6,76,Yes,8,1,67
7/24/2023,3,71,Yes,4,1,48
4/29/2023,3,65,Yes,4,0,44
9/3/2023,9,41,Yes,8,5,37
5/12/2023,7,51,Yes,8,5,41
3/29/2023,5,61,No,7,0,47
10/14/2023,7,56,No,8,0,45
3/2/2023,9,46,No,7,5,43
9/17/2023,1,82,Yes,5,5,54
1/8/2023,7,43,No,5,3,32
12/13/2023,6,76,No,8,2,64
2/3/2023,9,77,Yes,4,8,74
3/27/2023,1,71,Yes,6,5,50
2/12/2023,4,50,No,4,0,33
12/2/2023,9,40,No,8,2,36
4/9/2023,4,64,No,7,0,45
5/25/2023,3,81,No,4,2,58
7/19/2023,9,91,No,5,1,85
10/21/2023,2,63,Yes,9,4,41
2/25/2023,4,92,No,8,2,78
3/5/2023,6,82,No,4,6,63
7/28/2023,2,95,No,9,7,76
3/5/2023,8,56,No,4,6,51
10/5/2023,8,47,No,7,1,36
10/18/2023,1,98,No,7,9,74
2/24/2023,3,84,Yes,7,9,65
10/13/2023,9,66,Yes,9,6,65
7/14/2023,5,91,Yes,6,9,79
4/12/2023,6,57,No,9,2,46
3/4/2023,4,66,No,8,6,47
11/24/2023,2,61,Yes,8,0,42
8/20/2023,8,55,No,5,1,46
3/12/2023,6,41,No,5,9,34
10/20/2023,5,44,No,8,0,27
8/4/2023,9,57,Yes,4,8,52
12/3/2023,1,42,Yes,8,1,17
7/19/2023,5,66,Yes,6,1,53
7/2/2023,6,93,No,5,5,84
10/29/2023,5,56,Yes,5,6,39
3/19/2023,6,55,Yes,9,1,44
9/12/2023,6,45,Yes,5,3,36
1/25/2023,7,90,No,8,2,81
7/16/2023,4,46,Yes,5,4,30
5/25/2023,8,89,Yes,5,8,80
11/8/2023,7,53,No,9,1,41
11/5/2023,9,77,Yes,8,4,77
2/28/2023,7,79,No,4,7,69
5/11/2023,3,54,No,5,5,34
3/6/2023,3,86,Yes,5,3,64
9/28/2023,8,86,Yes,5,9,78
6/24/2023,5,87,Yes,6,7,74
4/2/2023,4,72,No,8,2,52
7/28/2023,8,82,Yes,5,3,76
8/28/2023,6,66,Yes,6,8,53
9/26/2023,2,68,Yes,4,4,46
4/12/2023,4,96,No,4,5,77
5/3/2023,4,76,No,9,1,59
7/22/2023,6,44,No,9,8,35
12/2/2023,6,68,Yes,9,7,61
2/12/2023,1,71,Yes,6,6,46
7/22/2023,8,99,No,4,8,97
10/18/2023,6,92,Yes,9,4,86
7/31/2023,3,45,Yes,7,4,24
5/26/2023,9,41,No,9,8,37
9/28/2023,2,45,No,4,4,18
3/29/2023,8,85,No,7,8,84
11/22/2023,3,82,Yes,6,0,59
10/31/2023,5,43,Yes,7,9,29
11/25/2023,6,95,Yes,4,9,84
9/27/2023,6,68,No,5,7,60
4/8/2023,4,98,No,7,2,78
4/17/2023,3,64,Yes,4,7,46
4/2/2023,4,48,No,9,4,31
8/4/2023,1,95,No,5,1,68
5/1/2023,4,42,Yes,6,8,25
9/11/2023,1,65,No,6,3,37
6/6/2023,1,87,Yes,8,6,62
12/18/2023,6,82,No,6,7,69
11/1/2023,5,66,Yes,8,6,50
10/27/2023,4,75,No,6,5,55
11/2/2023,3,71,Yes,6,6,54
8/8/2023,1,40,No,6,3,12
11/27/2023,6,96,No,8,9,88
4/25/2023,2,92,No,9,0,69
8/28/2023,8,93,No,8,4,88
9/7/2023,5,55,No,7,7,41
7/13/2023,7,90,Yes,4,9,83
12/4/2023,2,87,Yes,4,5,62
8/10/2023,8,50,Yes,9,4,45
5/30/2023,2,65,No,4,1,42
10/29/2023,4,79,Yes,6,9,65
2/15/2023,1,94,No,9,4,73
3/26/2023,5,40,No,4,9,23
6/16/2023,9,65,Yes,8,2,61
5/26/2023,1,67,Yes,7,1,41
4/10/2023,9,92,No,5,2,85
10/8/2023,8,97,No,7,3,93
4/28/2023,6,48,Yes,4,1,35
4/6/2023,7,99,Yes,9,3,92
3/30/2023,3,98,No,4,3,79
12/31/2023,1,83,No,8,5,57
7/5/2023,5,61,Yes,7,4,49
3/13/2023,2,47,No,8,6,28
11/8/2023,5,97,No,8,6,85
8/4/2023,8,88,Yes,5,2,82
4/9/2023,9,81,Yes,8,8,80
12/16/2023,2,66,No,8,6,41
8/14/2023,3,78,No,5,6,57
3/30/2023,3,58,Yes,6,1,41
5/17/2023,1,64,No,6,9,43
7/25/2023,8,77,Yes,9,2,73
6/27/2023,6,60,No,5,2,46
6/11/2023,8,63,Yes,9,5,61
4/12/2023,9,63,No,9,3,61
8/6/2023,5,99,No,8,3,87
3/13/2023,3,99,No,9,0,78
10/28/2023,5,58,Yes,4,5,43
2/22/2023,5,89,Yes,7,7,75
2/15/2023,5,86,Yes,4,7,72
5/3/2023,3,41,No,4,7,18
9/7/2023,4,53,No,8,4,36
4/25/2023,9,92,Yes,7,9,92
6/13/2023,9,71,Yes,9,5,71
10/30/2023,2,81,No,7,4,58
8/31/2023,8,71,No,9,3,69
5/10/2023,8,67,No,6,3,58
3/22/2023,7,87,No,5,3,74
11/19/2023,8,78,Yes,8,3,72
2/21/2023,3,79,Yes,9,5,61
5/28/2023,6,81,No,9,5,74
4/26/2023,1,86,No,7,4,60
12/21/2023,7,79,No,8,8,70
8/17/2023,1,52,Yes,9,7,27
11/15/2023,9,51,Yes,6,9,49
3/3/2023,1,47,No,4,5,17
3/28/2023,1,54,No,9,8,34
6/9/2023,7,65,No,7,4,51
12/10/2023,2,51,No,6,9,27
4/22/2023,5,82,No,8,3,67
5/18/2023,8,90,No,9,5,84
6/28/2023,8,85,Yes,6,3,81
9/7/2023,3,66,Yes,6,7,45
8/2/2023,7,57,Yes,6,6,50
2/14/2023,3,84,No,6,4,67
1/29/2023,6,75,No,6,9,67
12/9/2023,6,88,No,6,5,77
1/17/2023,3,90,Yes,5,6,70
4/23/2023,7,66,No,8,1,59
4/13/2023,3,48,Yes,4,8,27
9/11/2023,8,94,No,8,6,88
5/7/2023,4,78,No,7,7,60
11/30/2023,1,40,No,7,4,14
5/23/2023,4,46,Yes,8,2,27
11/24/2023,7,65,Yes,6,1,54
8/28/2023,4,46,Yes,5,1,32
11/1/2023,6,91,No,4,2,79
7/23/2023,9,46,Yes,9,0,44
5/7/2023,1,47,No,9,0,20
10/16/2023,5,55,No,6,6,42
2/15/2023,7,42,Yes,8,9,33
4/9/2023,1,84,Yes,9,7,58
4/19/2023,4,49,No,8,5,31
5/27/2023,6,89,No,5,6,75
11/18/2023,2,46,No,5,0,22
5/18/2023,5,60,No,8,0,46
7/1/2023,1,92,Yes,6,8,68
5/28/2023,6,76,Yes,6,4,66
7/5/2023,6,70,Yes,6,6,60
8/7/2023,4,62,No,9,5,44
1/1/2023,8,96,No,4,3,90
9/19/2023,4,66,No,4,0,47
8/12/2023,8,95,Yes,6,3,88
7/31/2023,8,61,No,8,9,56
5/12/2023,5,78,No,5,9,66
1/15/2023,4,96,Yes,7,7,78
9/19/2023,2,66,Yes,5,0,43
6/15/2023,3,93,No,5,1,72
6/30/2023,3,88,Yes,7,7,69
3/19/2023,4,43,No,6,1,24
10/7/2023,4,63,Yes,5,9,47
2/27/2023,5,62,No,7,8,45
5/20/2023,4,87,Yes,9,2,72
8/16/2023,8,58,Yes,8,2,51
1/29/2023,6,81,Yes,8,5,73
9/25/2023,6,42,Yes,8,2,28
7/3/2023,8,66,No,6,8,56
8/31/2023,7,42,No,5,7,29
12/26/2023,8,67,Yes,5,3,60
9/5/2023,2,56,No,4,5,28
4/15/2023,9,70,Yes,8,7,66
7/21/2023,1,49,Yes,6,3,21
4/12/2023,8,88,No,7,4,84
2/27/2023,4,61,No,6,6,42
8/28/2023,4,69,No,5,7,51
8/28/2023,5,88,No,8,6,74
3/16/2023,8,60,No,4,7,50
8/12/2023,5,75,No,9,3,62
7/27/2023,8,92,No,6,0,90
6/29/2023,1,62,Yes,4,5,32
4/14/2023,9,77,No,5,4,71
6/27/2023,6,51,Yes,7,3,37
7/18/2023,3,64,No,6,1,42
1/25/2023,8,93,No,9,0,85
7/20/2023,9,96,Yes,5,8,96
3/5/2023,6,59,Yes,8,1,51
10/31/2023,7,88,Yes,6,8,82
9/6/2023,1,88,Yes,4,5,64
11/27/2023,5,81,No,6,5,67
10/3/2023,5,46,No,5,1,32
3/28/2023,4,68,Yes,5,5,50
5/9/2023,6,87,Yes,4,2,73
2/10/2023,7,68,No,9,6,62
6/11/2023,9,52,No,5,9,48
1/9/2023,1,42,Yes,6,3,20
8/17/2023,6,41,No,9,8,33
9/9/2023,7,55,No,4,4,43
7/29/2023,3,69,Yes,5,9,49
12/7/2023,8,77,Yes,5,2,70
8/2/2023,5,45,Yes,6,0,28
6/21/2023,9,84,Yes,5,0,82
4/9/2023,5,46,No,6,3,29
9/2/2023,9,44,Yes,8,9,42
12/14/2023,4,95,No,9,9,79
5/25/2023,9,46,No,6,3,41
8/29/2023,5,73,No,7,8,61
8/29/2023,9,71,No,5,7,69
4/5/2023,3,88,Yes,8,3,68
4/30/2023,4,52,No,9,5,38
2/7/2023,9,69,Yes,4,6,67
12/1/2023,6,64,No,7,9,54
1/25/2023,2,60,Yes,4,7,39
11/8/2023,7,99,No,7,3,93
1/21/2023,2,98,No,8,0,76
9/6/2023,2,60,Yes,9,4,39
8/31/2023,1,67,Yes,8,0,38
10/23/2023,3,87,Yes,8,3,69
2/13/2023,6,97,Yes,7,6,88
4/7/2023,8,59,No,6,6,54
1/24/2023,9,73,No,9,0,68
12/23/2023,7,44,No,4,8,33
5/20/2023,4,57,No,6,1,40
2/23/2023,6,99,No,6,4,87
1/12/2023,5,78,Yes,5,5,64
6/7/2023,8,82,Yes,4,0,70
5/22/2023,1,96,No,7,1,70
12/27/2023,1,96,Yes,5,6,72
5/29/2023,6,50,No,5,5,38
6/8/2023,2,93,No,8,5,71
10/9/2023,5,56,Yes,7,5,40
3/22/2023,1,87,No,6,6,58
3/1/2023,7,84,Yes,9,9,77
8/18/2023,1,61,No,6,8,38
7/29/2023,4,76,Yes,6,8,60
2/3/2023,9,59,No,8,1,57
2/14/2023,1,87,No,6,1,63
7/12/2023,4,99,Yes,4,4,82
2/27/2023,6,93,No,6,9,84
1/1/2023,6,93,No,6,6,84
7/29/2023,8,87,Yes,4,2,77
8/20/2023,1,87,Yes,8,2,61
11/29/2023,7,85,Yes,5,3,73
3/21/2023,1,45,No,7,2,15
4/25/2023,7,73,Yes,8,2,64
6/12/2023,3,53,Yes,6,7,33
7/22/2023,8,87,Yes,5,6,78
7/30/2023,3,62,No,7,6,43
1/19/2023,1,59,Yes,7,9,34
5/31/2023,8,52,No,7,1,48
5/20/2023,3,86,No,4,8,66
1/30/2023,2,83,Yes,4,5,60
10/17/2023,1,80,No,5,2,53
6/16/2023,3,71,No,6,8,51
8/27/2023,2,65,No,5,8,43
7/8/2023,2,89,No,6,5,68
2/26/2023,6,92,No,8,9,80
1/22/2023,1,53,Yes,7,5,26
6/12/2023,2,91,Yes,7,7,70
6/4/2023,6,96,Yes,4,7,85
2/15/2023,3,75,No,8,5,57
4/20/2023,4,47,Yes,9,6,30
7/28/2023,1,79,No,8,3,56
10/21/2023,8,61,No,6,0,53
11/9/2023,7,61,No,8,3,52
7/13/2023,7,55,No,4,7,47
11/10/2023,3,66,Yes,6,7,48
5/26/2023,3,95,No,5,1,78
5/20/2023,2,99,Yes,6,6,79
9/17/2023,1,99,Yes,5,0,75
8/24/2023,7,49,No,9,1,40
3/13/2023,7,64,Yes,6,7,59
10/14/2023,2,70,Yes,7,9,49
3/22/2023,7,60,Yes,9,3,48
3/26/2023,8,66,No,5,2,60
11/5/2023,1,56,No,4,1,29
8/24/2023,9,72,No,9,5,68
10/22/2023,7,70,Yes,9,3,63
6/11/2023,3,89,Yes,9,2,71
3/9/2023,8,81,No,5,2,76
4/28/2023,7,65,No,5,9,57
6/19/2023,8,60,Yes,6,2,54
6/13/2023,6,75,No,7,7,61
9/13/2023,9,40,No,9,8,34
3/8/2023,5,43,Yes,6,8,32
1/27/2023,3,43,Yes,6,4,23
1/17/2023,3,65,No,7,0,44
12/13/2023,1,43,No,6,9,18
1/14/2023,8,88,No,7,4,82
7/8/2023,2,48,No,4,0,18
8/17/2023,3,69,Yes,7,8,52
12/31/2023,8,90,No,8,9,88
1/11/2023,8,84,No,7,7,78
1/7/2023,4,43,Yes,7,6,26
11/2/2023,4,44,Yes,8,1,26
12/19/2023,5,84,Yes,7,1,74
2/8/2023,6,62,Yes,5,3,52
2/23/2023,5,55,Yes,6,8,40
2/16/2023,7,61,Yes,6,8,54
12/10/2023,2,76,Yes,4,7,51
11/29/2023,7,47,No,4,4,35
4/9/2023,7,87,No,8,6,79
7/11/2023,1,72,Yes,5,8,45
5/10/2023,7,94,No,4,2,81
6/18/2023,5,99,No,6,3,87
9/15/2023,3,77,Yes,4,1,56
2/24/2023,3,82,Yes,4,8,65
12/7/2023,4,55,Yes,7,6,38
1/26/2023,2,44,Yes,4,5,17
6/28/2023,2,55,Yes,8,4,35
4/18/2023,1,46,No,6,6,20
9/13/2023,5,90,No,8,2,75
9/14/2023,4,40,Yes,8,4,26
7/10/2023,2,48,Yes,9,1,23
11/22/2023,3,57,No,5,4,38
6/16/2023,7,84,No,9,6,78
2/15/2023,7,97,No,9,9,91
3/8/2023,4,86,Yes,7,6,67
11/15/2023,5,42,Yes,8,8,31
1/10/2023,5,63,No,5,2,49
11/27/2023,6,67,Yes,6,7,57
4/16/2023,9,49,No,6,4,45
11/16/2023,2,48,Yes,5,6,22
6/4/2023,5,52,Yes,8,0,35
5/29/2023,3,87,No,8,0,65
11/24/2023,4,74,No,7,3,53
6/8/2023,6,93,Yes,7,4,79
5/2/2023,8,62,No,9,9,57
9/19/2023,1,86,Yes,6,2,58
7/4/2023,8,56,No,7,5,50
6/17/2023,7,85,No,5,2,75
1/18/2023,1,46,Yes,6,4,17
7/9/2023,2,91,Yes,8,0,70
8/11/2023,3,55,Yes,6,2,36
10/28/2023,1,92,No,4,6,61
3/16/2023,9,79,No,6,2,78
6/27/2023,8,75,Yes,7,4,71
4/15/2023,2,59,No,5,6,36
12/4/2023,9,63,Yes,8,1,63
9/20/2023,7,86,Yes,8,2,78
11/1/2023,9,44,Yes,7,3,39
7/30/2023,6,84,Yes,7,4,70
12/24/2023,6,45,Yes,7,8,34
9/20/2023,4,67,No,4,8,49
9/10/2023,2,98,No,5,3,71
7/5/2023,7,44,Yes,4,8,34
6/1/2023,5,88,No,7,3,77
7/7/2023,6,78,Yes,5,1,67
1/24/2023,2,77,No,7,9,52
10/9/2023,5,41,No,5,0,25
11/25/2023,4,82,Yes,8,6,68
12/31/2023,9,78,No,4,3,76
6/21/2023,6,93,Yes,9,7,85
8/2/2023,2,60,No,7,7,40
4/9/2023,1,79,Yes,7,7,56
3/25/2023,5,76,Yes,6,5,62
7/29/2023,9,98,Yes,9,8,99
5/15/2023,6,57,Yes,8,3,46
9/9/2023,7,93,Yes,7,4,86
4/15/2023,5,87,Yes,4,3,73
8/18/2023,6,85,No,8,4,74
7/30/2023,5,51,Yes,7,1,37
1/11/2023,9,56,No,4,4,50
3/12/2023,6,76,Yes,6,9,65
7/10/2023,8,85,No,6,7,79
8/24/2023,2,77,Yes,4,8,53
3/19/2023,9,54,Yes,8,6,55
7/28/2023,5,46,No,4,6,31
3/13/2023,7,53,Yes,9,5,47
10/26/2023,1,89,Yes,4,1,63
7/31/2023,5,40,Yes,6,9,27
8/5/2023,2,77,Yes,6,9,53
2/13/2023,6,42,No,6,8,33
2/3/2023,1,76,Yes,9,4,56
4/11/2023,3,83,No,7,5,65
1/25/2023,5,70,Yes,9,0,55
3/22/2023,4,82,Yes,7,4,67
8/20/2023,3,52,Yes,9,5,32
1/24/2023,5,87,Yes,5,9,73
12/18/2023,8,57,No,7,1,45
10/14/2023,4,56,Yes,8,6,43
2/25/2023,1,56,Yes,8,3,32
12/12/2023,7,50,Yes,6,4,42
5/25/2023,8,59,No,9,2,55
3/12/2023,3,49,No,4,4,28
5/23/2023,6,68,No,6,3,58
1/4/2023,2,87,No,4,9,67
2/20/2023,7,73,Yes,9,5,66
8/9/2023,8,56,Yes,6,1,46
3/5/2023,6,93,No,6,2,79
1/28/2023,6,91,Yes,8,9,83
10/15/2023,5,81,Yes,4,0,63
10/6/2023,8,52,No,5,6,45
7/17/2023,1,83,Yes,5,8,63
12/2/2023,4,86,No,6,1,70
5/30/2023,4,78,No,9,6,58
12/9/2023,3,66,No,6,2,50
10/19/2023,3,93,No,8,4,77
3/26/2023,4,92,No,4,5,75
1/27/2023,1,65,No,6,7,40
12/5/2023,2,67,Yes,9,3,43
3/26/2023,9,52,Yes,5,1,47
2/18/2023,2,51,Yes,4,2,22
10/5/2023,5,83,No,6,7,71
10/14/2023,9,67,No,4,6,63
1/21/2023,9,41,No,8,5,37
5/11/2023,8,76,Yes,5,4,72
9/14/2023,1,96,Yes,9,4,73
1/15/2023,1,96,No,4,0,72
8/18/2023,9,73,No,5,5,68
6/14/2023,8,62,No,6,8,59
9/26/2023,9,97,No,9,7,97
4/26/2023,7,91,No,9,9,83
1/9/2023,3,84,Yes,7,0,65
12/10/2023,3,68,No,4,5,47
8/7/2023,2,74,No,5,2,51
6/26/2023,5,50,No,4,5,32
9/21/2023,3,87,No,6,8,63
6/5/2023,6,72,Yes,6,5,60
6/8/2023,2,90,No,9,7,70
8/8/2023,3,50,No,9,5,32
12/21/2023,5,48,No,5,5,32
2/8/2023,1,53,Yes,8,6,29
3/17/2023,1,48,No,4,9,21
8/18/2023,9,78,Yes,4,3,74
6/9/2023,7,87,No,6,7,81
7/6/2023,1,42,No,4,3,11
12/24/2023,8,68,No,5,6,65
7/22/2023,3,58,No,7,0,37
6/10/2023,8,75,No,9,8,75
11/26/2023,5,71,No,6,9,61
9/16/2023,1,46,No,9,8,17
5/20/2023,7,94,No,9,6,87
12/5/2023,5,67,No,9,7,52
9/23/2023,6,83,Yes,7,1,71
1/23/2023,6,57,Yes,4,9,46
8/10/2023,8,99,Yes,8,9,99
3/12/2023,9,44,Yes,9,6,40
7/22/2023,2,62,No,5,0,42
1/27/2023,9,94,No,9,2,91
1/11/2023,9,61,Yes,9,5,57
12/10/2023,7,65,Yes,4,4,58
9/5/2023,1,81,Yes,5,4,55
6/11/2023,7,51,Yes,4,8,46
3/31/2023,5,79,No,9,5,64
8/11/2023,6,58,Yes,4,2,45
6/4/2023,7,86,No,4,1,78
1/12/2023,5,40,No,6,8,24
11/18/2023,7,42,No,7,9,36
10/8/2023,9,66,Yes,8,3,65
7/19/2023,3,57,Yes,7,4,35
5/17/2023,8,89,No,7,8,87
1/26/2023,2,69,Yes,5,4,45
7/21/2023,7,41,Yes,6,6,35
1/11/2023,2,44,No,6,1,18
1/2/2023,4,68,No,4,1,46
10/16/2023,7,72,Yes,7,3,63
1/3/2023,3,81,No,8,7,62
4/2/2023,2,59,Yes,5,1,35
7/24/2023,7,69,Yes,6,9,63
3/27/2023,1,81,No,4,6,58
11/27/2023,8,44,No,8,0,37
6/21/2023,3,89,Yes,7,8,74
9/3/2023,2,60,No,8,9,40
4/27/2023,3,97,Yes,6,5,78
10/6/2023,5,54,No,5,0,38
11/30/2023,8,59,Yes,7,9,55
7/7/2023,7,47,No,5,5,39
8/31/2023,7,88,Yes,9,4,84
9/20/2023,7,70,Yes,8,4,60
11/7/2023,8,51,No,8,4,47
12/9/2023,1,60,Yes,4,3,34
9/19/2023,4,69,Yes,7,6,54
11/13/2023,6,66,Yes,8,8,56
11/10/2023,9,83,Yes,6,3,82
1/2/2023,2,65,Yes,9,1,45
5/31/2023,1,72,No,6,1,45
10/12/2023,2,65,Yes,5,1,43
9/28/2023,7,65,Yes,9,6,57
6/6/2023,3,75,Yes,9,3,56
5/9/2023,2,79,No,6,3,56
1/28/2023,7,40,No,8,0,30
10/4/2023,2,98,Yes,6,3,75
9/14/2023,3,54,Yes,7,5,33
6/26/2023,7,89,No,5,1,80
12/22/2023,4,40,No,9,3,27
9/4/2023,1,50,Yes,7,6,26
2/7/2023,5,94,No,8,8,81
10/27/2023,9,41,Yes,8,1,41
12/7/2023,8,40,Yes,6,7,34
3/1/2023,9,70,Yes,4,5,68
2/14/2023,9,83,No,9,7,83
7/7/2023,7,55,Yes,9,1,44
2/10/2023,4,93,Yes,4,0,75
12/23/2023,5,61,No,8,6,52
5/18/2023,1,81,Yes,8,8,56
10/16/2023,1,57,Yes,9,8,37
12/23/2023,3,86,Yes,5,1,67
1/14/2023,8,56,No,9,3,50
5/1/2023,2,69,No,8,0,46
7/1/2023,4,49,Yes,8,6,31
1/2/2023,2,74,No,5,1,51
5/30/2023,5,97,Yes,7,3,82
8/12/2023,9,60,Yes,7,1,58
8/9/2023,1,55,No,5,0,31
6/12/2023,5,45,No,5,6,29
3/26/2023,9,42,Yes,7,5,40
7/8/2023,1,80,No,7,1,51
8/11/2023,9,82,No,7,3,79
12/19/2023,8,60,No,7,2,52
2/14/2023,4,52,Yes,9,2,36
11/17/2023,5,57,Yes,9,2,43
6/27/2023,5,97,No,6,3,81
7/7/2023,6,93,Yes,5,0,81
1/24/2023,7,99,Yes,4,0,84
3/6/2023,8,63,No,6,6,55
11/30/2023,8,66,Yes,4,4,64
2/22/2023,2,93,No,4,2,68
12/15/2023,9,43,Yes,8,8,41
9/12/2023,7,61,Yes,5,4,53
8/20/2023,4,63,No,9,9,50
11/7/2023,4,79,Yes,6,2,65
11/20/2023,8,84,No,5,8,78
10/12/2023,4,49,Yes,7,0,31
7/1/2023,6,41,Yes,5,8,30
1/15/2023,5,79,Yes,4,4,64
11/7/2023,3,45,No,9,5,26
11/7/2023,2,87,Yes,7,1,66
12/10/2023,9,57,Yes,5,7,55
4/19/2023,9,56,No,5,2,52
8/16/2023,1,77,No,9,0,57
2/10/2023,3,84,Yes,4,6,68
9/2/2023,8,62,No,7,2,57
5/20/2023,6,85,No,4,3,75
10/20/2023,5,69,No,9,4,54
6/9/2023,5,97,No,5,0,82
11/14/2023,6,60,Yes,6,8,51
3/23/2023,7,49,No,6,6,43
10/28/2023,1,95,Yes,8,1,68
7/30/2023,9,82,Yes,6,0,77
7/6/2023,3,52,Yes,9,1,33
3/28/2023,4,51,No,9,2,37
9/6/2023,1,48,No,9,2,23
3/23/2023,3,43,Yes,7,7,26
6/22/2023,2,78,Yes,8,4,56
2/18/2023,2,63,No,7,8,42
6/15/2023,1,93,No,6,2,65
7/12/2023,8,73,Yes,6,5,66
12/1/2023,3,78,No,5,3,57
8/12/2023,3,80,No,7,7,59
8/26/2023,6,44,Yes,4,0,28
8/7/2023,8,54,No,5,3,46
1/30/2023,9,89,No,7,6,84
10/30/2023,9,43,Yes,9,8,42
4/13/2023,4,90,No,8,0,73
5/20/2023,5,91,Yes,7,7,77
7/31/2023,2,97,No,8,1,74
3/21/2023,9,78,Yes,8,3,75
4/20/2023,8,97,No,6,3,94
10/11/2023,3,47,Yes,4,7,27
12/17/2023,9,88,No,7,1,89
1/30/2023,3,84,No,4,6,62
6/26/2023,9,63,No,8,2,59
1/5/2023,2,92,Yes,6,8,73
3/16/2023,9,67,No,4,4,57
11/29/2023,8,94,Yes,5,7,90
10/7/2023,9,82,No,8,4,80
2/10/2023,5,66,No,5,0,50
1/15/2023,2,40,No,9,8,18
8/26/2023,8,73,No,4,9,68
9/2/2023,6,56,No,4,6,39
11/8/2023,8,76,No,4,3,67
1/12/2023,5,77,Yes,9,6,69
6/14/2023,2,65,Yes,7,4,43
12/29/2023,6,96,No,8,9,84
1/6/2023,5,63,No,8,8,50
4/13/2023,5,78,No,8,1,65
3/11/2023,1,99,No,7,3,74
9/22/2023,2,60,No,4,5,35
1/16/2023,8,69,Yes,4,4,61
2/27/2023,3,86,No,9,0,64
12/10/2023,3,90,No,5,8,66
4/3/2023,8,87,Yes,7,8,81
12/4/2023,8,96,Yes,6,2,93
9/9/2023,2,52,Yes,7,3,28
3/12/2023,8,76,No,9,3,71
2/22/2023,1,42,No,5,9,13
4/17/2023,6,71,No,5,7,59
5/31/2023,8,74,No,5,5,67
10/12/2023,3,58,No,4,1,35
11/13/2023,8,53,Yes,6,3,46
4/24/2023,1,87,No,5,0,59
4/29/2023,9,61,No,8,2,57
12/26/2023,9,56,No,4,3,51
6/15/2023,5,98,Yes,6,7,80
12/18/2023,4,43,No,8,2,22
11/20/2023,6,84,No,6,4,71
4/22/2023,7,79,No,9,0,73
9/9/2023,5,58,No,6,3,40
3/1/2023,9,76,Yes,8,1,75
11/27/2023,3,41,Yes,7,3,24
1/22/2023,7,54,Yes,6,4,45
11/18/2023,5,41,No,7,2,25
11/12/2023,7,50,Yes,6,5,42
3/4/2023,2,84,Yes,9,1,63
5/26/2023,4,62,No,8,4,44
4/1/2023,2,49,No,6,3,26
1/23/2023,7,42,Yes,5,4,31
6/29/2023,2,44,Yes,9,8,26
8/30/2023,1,42,Yes,5,5,15
4/5/2023,9,77,Yes,9,6,77
10/27/2023,1,52,No,9,7,31
10/7/2023,8,81,No,6,8,75
2/1/2023,2,58,Yes,8,4,34
9/23/2023,8,79,Yes,8,7,74
8/10/2023,3,89,Yes,4,1,68
9/19/2023,6,74,No,8,9,64
11/1/2023,3,63,No,7,8,43
9/11/2023,7,63,No,6,1,54
8/28/2023,9,56,Yes,5,4,53
2/4/2023,2,79,No,8,5,56
1/17/2023,5,49,Yes,5,3,34
6/25/2023,6,41,Yes,4,7,27
11/14/2023,4,83,No,6,9,66
10/16/2023,4,62,Yes,8,2,41
8/6/2023,4,45,No,5,4,25
8/19/2023,2,41,No,9,1,20
1/2/2023,4,60,Yes,8,2,45
12/14/2023,1,94,Yes,4,7,70
1/27/2023,6,95,No,9,4,86
1/8/2023,1,74,No,5,2,46
8/28/2023,6,88,No,5,4,73
7/17/2023,1,68,No,6,8,42
12/3/2023,6,46,No,6,2,27
4/25/2023,8,68,No,5,9,64
10/31/2023,2,92,No,9,6,71
9/6/2023,2,76,Yes,6,7,56
1/30/2023,4,62,No,5,4,43
7/26/2023,3,72,Yes,9,2,50
3/12/2023,4,47,Yes,7,5,31
12/8/2023,7,51,No,8,2,42
1/25/2023,1,85,No,7,8,60
4/4/2023,6,87,No,7,1,76
9/28/2023,3,49,No,8,2,28
12/31/2023,7,54,No,5,6,45
1/4/2023,2,92,Yes,5,9,71
1/19/2023,2,63,Yes,6,7,44
11/21/2023,4,65,No,4,4,48
4/29/2023,1,86,No,5,4,57
3/29/2023,3,81,No,8,4,61
9/1/2023,9,92,No,4,3,86
4/1/2023,7,99,Yes,8,8,95
3/17/2023,7,78,Yes,8,5,70
8/30/2023,4,97,Yes,8,7,81
11/29/2023,2,42,No,4,7,18
5/19/2023,4,41,No,7,4,24
2/15/2023,6,45,No,9,8,32
4/6/2023,3,60,Yes,8,1,40
5/7/2023,1,48,Yes,6,7,25
1/17/2023,8,49,Yes,5,2,41
7/22/2023,5,75,No,9,6,66
12/26/2023,5,98,Yes,5,8,83
11/29/2023,4,42,No,5,4,22
7/19/2023,6,80,Yes,4,7,70
4/2/2023,3,63,No,6,3,42
10/7/2023,9,61,No,6,0,56
10/9/2023,5,88,No,9,0,72
3/23/2023,3,53,No,6,5,31
9/27/2023,1,81,Yes,6,7,60
3/12/2023,6,84,Yes,6,9,74
4/14/2023,2,83,Yes,9,1,62
5/9/2023,3,66,No,7,3,44
